type,node_id,parent_id,planet_id,depth,size,x,y,z,image_id
image,,0_node_1,0,9,1,11.179149,8.461786,3.5166535,6386.jpg
image,,0_node_1,0,9,1,10.610848,8.197431,3.3372798,7530.jpg
image,,0_node_1,0,9,1,11.19823,8.304833,3.8135228,2908.jpg
image,,0_node_1,0,9,1,10.58208,8.246868,3.407834,1471.jpg
image,,0_node_1,0,9,1,9.874318,6.817115,3.8394732,5535.jpg
image,,0_node_1,0,9,1,10.555371,8.190552,3.4258125,4932.jpg
image,,0_node_1,0,9,1,9.918741,7.337053,3.229381,17912.jpg
image,,0_node_1,0,9,1,10.3456135,7.007109,2.6506999,7637.jpg
image,,0_node_1,0,9,1,10.002186,6.902843,3.0266156,11929.jpg
image,,0_node_1,0,9,1,10.824465,8.0582285,3.219914,508.jpg
image,,0_node_1,0,9,1,10.7449875,8.0235195,3.5036137,586.jpg
image,,0_node_1,0,9,1,10.918171,8.216247,3.0973258,4806.jpg
image,,0_node_1,0,9,1,10.850943,8.6776,3.7896142,3956.jpg
image,,0_node_1,0,9,1,10.751526,7.6937127,2.7502086,3170.jpg
image,,0_node_1,0,9,1,10.0452175,6.9905386,2.990134,3993.jpg
image,,0_node_1,0,9,1,11.165312,8.362033,3.5259893,2713.jpg
image,,0_node_1,0,9,1,10.501022,8.171289,3.1918457,318.jpg
image,,0_node_1,0,9,1,10.37516,6.8019123,2.6213934,2697.jpg
image,,0_node_1,0,9,1,10.8197975,7.2505665,3.0218523,12999.jpg
image,,0_node_1,0,9,1,10.16496,6.8491945,2.906487,1872.jpg
image,,0_node_1,0,9,1,10.977743,7.8954644,3.1346881,18991.jpg
image,,0_node_1,0,9,1,11.262338,7.7868958,3.0827975,2999.jpg
image,,0_node_1,0,9,1,9.822803,6.9851623,3.529105,6328.jpg
image,,0_node_1,0,9,1,9.655196,6.8449483,3.692268,13697.jpg
image,,0_node_1,0,9,1,9.716198,8.289379,3.5148387,9173.jpg
image,,0_node_1,0,9,1,10.767762,8.106523,2.8877816,1325.jpg
image,,0_node_1,0,9,1,10.667909,8.248361,4.0483356,17731.jpg
image,,0_node_1,0,9,1,10.747277,7.519875,3.341491,6315.jpg
image,,0_node_1,0,9,1,11.080849,7.670032,2.7549424,5604.jpg
image,,0_node_1,0,9,1,10.521869,8.353653,3.0895753,17406.jpg
image,,0_node_1,0,9,1,10.549994,6.899005,3.0354726,16681.jpg
image,,0_node_1,0,9,1,9.839276,6.6727605,3.7971275,14467.jpg
image,,0_node_1,0,9,1,10.886159,8.543601,4.1239443,11924.jpg
image,,0_node_1,0,9,1,9.645325,9.411583,3.9400895,11628.jpg
image,,0_node_1,0,9,1,9.973306,6.74742,3.8640876,3207.jpg
image,,0_node_1,0,9,1,10.554082,6.9163246,3.1416008,4082.jpg
image,,0_node_1,0,9,1,11.268477,7.894604,2.8411086,7930.jpg
image,,0_node_1,0,9,1,10.590461,8.492376,2.6682818,17575.jpg
image,,0_node_1,0,9,1,9.995813,6.862698,3.6810377,9716.jpg
image,,0_node_1,0,9,1,9.706569,6.8294697,3.6771421,13860.jpg
image,,0_node_1,0,9,1,10.815168,8.440369,2.748307,1622.jpg
image,,0_node_1,0,9,1,10.294597,6.947302,3.5803564,11483.jpg
image,,0_node_1,0,9,1,11.479092,8.206009,3.4223907,3339.jpg
image,,0_node_1,0,9,1,10.098688,6.822224,3.615589,495.jpg
image,,0_node_1,0,9,1,10.126743,6.8686337,3.1070633,1231.jpg
image,,0_node_1,0,9,1,10.00329,8.492167,3.5037975,19056.jpg
image,,0_node_1,0,9,1,10.977825,7.510636,3.0832992,14749.jpg
image,,0_node_1,0,9,1,10.461833,8.229409,3.6452014,18412.jpg
image,,0_node_1,0,9,1,11.195056,8.34928,3.821207,6891.jpg
image,,0_node_1,0,9,1,10.210501,6.7779384,3.0022137,18201.jpg
image,,0_node_1,0,9,1,11.018636,8.00746,2.910393,11203.jpg
image,,0_node_1,0,9,1,10.501705,9.76876,3.3344193,17898.jpg
image,,0_node_1,0,9,1,9.676996,7.11454,3.408966,11338.jpg
image,,0_node_1,0,9,1,10.422292,8.03993,3.0799987,18854.jpg
image,,0_node_1,0,9,1,10.5876465,7.0493917,2.9028437,15216.jpg
image,,0_node_1,0,9,1,9.952901,6.8218026,3.6258795,5331.jpg
image,,0_node_1,0,9,1,10.527959,6.9495945,2.8176022,15861.jpg
image,,0_node_1,0,9,1,9.916427,6.7413425,3.873646,3528.jpg
image,,0_node_1,0,9,1,10.828118,7.211269,3.1449354,17296.jpg
image,,0_node_1,0,9,1,11.219562,7.872123,2.8513775,18279.jpg
image,,0_node_1,0,9,1,11.217395,7.787676,2.9663289,13188.jpg
image,,0_node_1,0,9,1,11.125077,8.073883,3.5843315,18364.jpg
image,,0_node_1,0,9,1,10.10577,7.1541615,2.668223,9202.jpg
image,,0_node_1,0,9,1,9.876266,7.131219,2.9518325,9737.jpg
image,,0_node_1,0,9,1,11.426344,8.382237,3.5897112,909.jpg
image,,0_node_1,0,9,1,10.291541,6.763205,3.0701723,10921.jpg
image,,0_node_1,0,9,1,10.724157,8.22128,3.3986495,14297.jpg
image,,0_node_1,0,9,1,10.199041,6.8666215,2.5968115,7742.jpg
image,,0_node_1,0,9,1,10.733605,8.588823,2.8071718,8810.jpg
image,,0_node_1,0,9,1,10.814202,8.309268,4.098376,18321.jpg
image,,0_node_1,0,9,1,9.952561,6.7796,3.647408,9938.jpg
image,,0_node_1,0,9,1,10.912746,7.607303,3.1106935,7253.jpg
image,,0_node_1,0,9,1,11.215259,7.9204283,3.0460608,20011.jpg
image,,0_node_1,0,9,1,10.973834,8.186387,2.8337235,11696.jpg
image,,0_node_1,0,9,1,11.2063465,7.806086,2.918856,12232.jpg
image,,0_node_1,0,9,1,10.254503,6.9991083,2.840547,15236.jpg
image,,0_node_1,0,9,1,9.926958,6.647759,3.8570726,9018.jpg
image,,0_node_1,0,9,1,10.865561,7.9945188,3.1566713,12649.jpg
image,,0_node_1,0,9,1,10.544199,8.415224,4.0530725,10032.jpg
image,,0_node_1,0,9,1,10.0736265,6.9217978,2.5988636,18881.jpg
image,,0_node_1,0,9,1,10.746369,8.48413,2.7607203,8380.jpg
image,,0_node_1,0,9,1,10.525649,6.8848257,2.8537612,10754.jpg
image,,0_node_1,0,9,1,9.833602,6.75733,3.6566374,5092.jpg
image,,0_node_1,0,9,1,10.627331,8.084362,3.3986788,16478.jpg
image,,0_node_1,0,9,1,9.920069,8.087192,2.77298,12024.jpg
image,,0_node_1,0,9,1,10.177201,7.330852,2.577557,2332.jpg
image,,0_node_1,0,9,1,10.1458235,9.924358,3.5439305,2430.jpg
image,,0_node_1,0,9,1,10.917417,7.967389,3.4239883,6720.jpg
image,,0_node_1,0,9,1,10.178877,6.8212233,3.1984355,11045.jpg
image,,0_node_1,0,9,1,10.329479,6.8135805,3.0142365,19159.jpg
image,,0_node_1,0,9,1,10.1861725,6.8843274,2.838049,16160.jpg
image,,0_node_1,0,9,1,11.021165,7.70321,3.2906528,4012.jpg
image,,0_node_1,0,9,1,11.350791,8.282729,3.705752,17085.jpg
image,,0_node_1,0,9,1,11.304322,7.896576,2.9849458,12382.jpg
image,,0_node_1,0,9,1,10.058633,6.94877,2.687633,18893.jpg
image,,0_node_1,0,9,1,10.5170355,6.8862567,3.209574,13490.jpg
image,,0_node_1,0,9,1,10.171488,7.133771,3.0850008,14968.jpg
image,,0_node_1,0,9,1,10.739046,8.583042,2.7768707,2463.jpg
image,,0_node_1,0,9,1,10.602324,8.218293,2.755631,13284.jpg
image,,0_node_1,0,9,1,10.498453,6.931104,3.4792118,15787.jpg
image,,0_node_1,0,9,1,11.208957,7.8988314,2.9298053,17590.jpg
image,,0_node_1,0,9,1,11.0544195,7.5904307,3.0584106,11173.jpg
image,,0_node_1,0,9,1,11.0097065,7.876464,3.140242,6235.jpg
image,,0_node_1,0,9,1,11.404128,8.151929,3.462655,14022.jpg
image,,0_node_1,0,9,1,11.033934,8.814853,3.5381162,19666.jpg
image,,0_node_1,0,9,1,11.245474,8.328878,3.658541,5563.jpg
image,,0_node_1,0,9,1,10.1918545,6.836393,3.7372937,2558.jpg
image,,0_node_1,0,9,1,10.039413,7.540167,2.771696,3912.jpg
image,,0_node_1,0,9,1,10.75715,8.166762,2.8997295,13236.jpg
image,,0_node_1,0,9,1,11.128998,7.6579404,2.9151373,11700.jpg
image,,0_node_1,0,9,1,10.014227,7.0774603,3.451222,8786.jpg
image,,0_node_1,0,9,1,11.016594,8.358062,2.9184542,16888.jpg
image,,0_node_1,0,9,1,9.905066,7.144773,3.2930026,6037.jpg
image,,0_node_1,0,9,1,10.86702,8.279909,3.2732482,14568.jpg
image,,0_node_1,0,9,1,10.036615,7.2061977,3.0841188,11731.jpg
image,,0_node_1,0,9,1,9.836001,7.3509593,3.1869612,4631.jpg
image,,0_node_1,0,9,1,11.270997,8.309796,3.7326987,10191.jpg
image,,0_node_1,0,9,1,10.616022,8.52495,3.7433946,8878.jpg
image,,0_node_1,0,9,1,10.909447,8.606738,4.056631,2059.jpg
image,,0_node_1,0,9,1,10.236879,7.056392,3.2309017,8538.jpg
image,,0_node_1,0,9,1,10.248061,6.7549047,2.9886136,15344.jpg
image,,0_node_1,0,9,1,11.265599,7.790961,2.923028,5617.jpg
image,,0_node_1,0,9,1,10.205945,7.130546,2.7163548,17354.jpg
image,,0_node_1,0,9,1,9.94705,7.1895466,2.9290907,16793.jpg
image,,0_node_1,0,9,1,10.302664,6.951558,3.573888,2136.jpg
image,,0_node_1,0,9,1,11.164089,7.603365,3.0923986,13932.jpg
image,,0_node_1,0,9,1,10.356295,6.7662354,2.8902888,7634.jpg
image,,0_node_1,0,9,1,10.473693,7.9625216,3.395539,9332.jpg
image,,0_node_1,0,9,1,10.932568,8.222167,3.0070698,1580.jpg
image,,0_node_1,0,9,1,9.492037,8.691573,3.3677247,10318.jpg
image,,0_node_1,0,9,1,10.326895,6.996846,3.0274203,17764.jpg
image,,0_node_1,0,9,1,10.177406,7.261818,3.2017791,448.jpg
image,,0_node_1,0,9,1,10.938906,7.315667,3.0504239,18203.jpg
image,,0_node_1,0,9,1,10.208152,6.9107394,3.056586,463.jpg
image,,0_node_1,0,9,1,10.005735,6.610336,3.660057,7891.jpg
image,,0_node_1,0,9,1,11.504579,8.429338,3.791386,16314.jpg
image,,0_node_1,0,9,1,11.239663,7.7836003,2.88052,11197.jpg
image,,0_node_1,0,9,1,10.983498,8.587297,3.4898243,10790.jpg
image,,0_node_1,0,9,1,10.118021,7.1379,3.0902615,19969.jpg
image,,0_node_1,0,9,1,9.866325,6.660685,3.8381948,9527.jpg
image,,0_node_1,0,9,1,10.92373,7.953347,3.2018037,3989.jpg
image,,0_node_1,0,9,1,10.488032,8.456427,3.710856,12934.jpg
image,,0_node_1,0,9,1,9.69643,7.517272,3.2461255,6339.jpg
image,,0_node_1,0,9,1,11.076891,8.006079,2.7648804,9810.jpg
image,,0_node_1,0,9,1,10.926223,8.294303,3.3865523,1193.jpg
image,,0_node_1,0,9,1,11.339156,7.8842816,3.020377,12193.jpg
image,,0_node_1,0,9,1,10.843378,7.7553444,2.7807455,6748.jpg
image,,0_node_1,0,9,1,10.278539,7.1203074,3.7140243,10805.jpg
image,,0_node_1,0,9,1,10.1299,7.043319,2.615653,2643.jpg
image,,0_node_1,0,9,1,11.386279,8.407364,3.7626915,18084.jpg
image,,0_node_1,0,9,1,11.009524,8.388115,3.4884756,2636.jpg
image,,0_node_1,0,9,1,10.583982,6.906711,3.021351,6175.jpg
image,,0_node_1,0,9,1,9.825637,6.6527815,3.764485,14691.jpg
image,,0_node_1,0,9,1,10.484102,6.9093537,2.8941603,5958.jpg
image,,0_node_1,0,9,1,11.396909,8.481294,4.0791984,17451.jpg
image,,0_node_1,0,9,1,10.731842,8.503701,2.7489533,11594.jpg
image,,0_node_1,0,9,1,9.903079,6.5441656,3.9091668,5638.jpg
image,,0_node_1,0,9,1,11.263201,8.605021,3.9627423,7282.jpg
image,,0_node_1,0,9,1,10.063321,6.9824624,2.60884,12063.jpg
image,,0_node_1,0,9,1,10.71044,7.7215343,3.2495048,4160.jpg
image,,0_node_1,0,9,1,11.185319,8.414701,3.829513,16624.jpg
image,,0_node_1,0,9,1,10.350237,9.942126,3.5124452,13916.jpg
image,,0_node_1,0,9,1,11.110763,8.346295,3.753203,7701.jpg
image,,0_node_1,0,9,1,10.014004,7.2050424,2.648486,7997.jpg
image,,0_node_1,0,9,1,10.565422,6.9735684,2.9992263,15784.jpg
image,,0_node_1,0,9,1,10.136776,6.887732,2.680141,14837.jpg
image,,0_node_1,0,9,1,10.056698,6.716839,3.5206523,11317.jpg
image,,0_node_1,0,9,1,10.267757,6.881322,3.509767,8964.jpg
image,,0_node_1,0,9,1,10.744343,8.185328,3.371479,15596.jpg
image,,0_node_1,0,9,1,9.6907,7.03224,3.4499664,1630.jpg
image,,0_node_1,0,9,1,9.811373,6.7809577,3.6418285,17687.jpg
image,,0_node_1,0,9,1,10.644201,7.0385385,3.3229232,14434.jpg
image,,0_node_1,0,9,1,10.108013,6.9139414,2.685947,7321.jpg
image,,0_node_1,0,9,1,10.973306,8.299831,2.8890092,1363.jpg
image,,0_node_1,0,9,1,10.165863,9.875788,3.3623402,6394.jpg
image,,0_node_1,0,9,1,10.126508,6.827415,3.6361084,5557.jpg
image,,0_node_1,0,9,1,9.83249,6.661475,3.8308923,15487.jpg
image,,0_node_1,0,9,1,10.886567,8.345356,2.8159707,1001.jpg
image,,0_node_1,0,9,1,11.53529,8.467979,3.8133461,16324.jpg
image,,0_node_1,0,9,1,10.730598,8.466651,2.6916382,10452.jpg
image,,0_node_1,0,9,1,10.288994,6.9195757,3.607392,13079.jpg
image,,0_node_1,0,9,1,10.582563,6.9419417,2.9239674,17602.jpg
image,,0_node_1,0,9,1,11.543582,8.471282,3.8267944,17055.jpg
image,,0_node_1,0,9,1,11.38736,8.150573,3.562717,742.jpg
image,,0_node_1,0,9,1,10.5147505,7.042475,3.4465916,7250.jpg
image,,0_node_1,0,9,1,10.278911,7.0155897,3.1514277,6718.jpg
image,,0_node_1,0,9,1,10.109065,6.940212,2.5662172,17636.jpg
image,,0_node_1,0,9,1,10.831682,7.2349987,3.17974,18050.jpg
image,,0_node_1,0,9,1,9.943153,8.882214,2.9449878,8577.jpg
image,,0_node_1,0,9,1,9.89479,6.7388053,3.7133658,18725.jpg
image,,0_node_1,0,9,1,10.688048,8.548648,2.7934477,18389.jpg
image,,0_node_1,0,9,1,10.160074,6.905149,3.5708296,12789.jpg
image,,0_node_1,0,9,1,10.192308,6.859189,2.6517513,17574.jpg
image,,0_node_1,0,9,1,10.802369,7.529625,3.0631313,6673.jpg
image,,0_node_1,0,9,1,10.001089,7.201153,2.6339993,3387.jpg
image,,0_node_1,0,9,1,10.463085,8.610406,4.1203647,10528.jpg
image,,0_node_1,0,9,1,10.442422,7.0349197,3.5733578,16807.jpg
image,,0_node_1,0,9,1,11.151784,8.755556,3.933623,13526.jpg
image,,0_node_1,0,9,1,9.796766,6.7599998,3.73651,10812.jpg
image,,0_node_1,0,9,1,11.46636,8.554624,3.8303535,16753.jpg
image,,0_node_1,0,9,1,10.327804,6.972787,2.7706194,18034.jpg
image,,0_node_1,0,9,1,10.075103,6.8698063,2.6368647,5327.jpg
image,,0_node_1,0,9,1,9.90854,6.784553,3.9490592,8821.jpg
image,,0_node_1,0,9,1,9.861733,6.7510552,3.9256437,10809.jpg
image,,0_node_1,0,9,1,10.075692,6.8733397,3.6163676,11334.jpg
image,,0_node_1,0,9,1,10.5461855,6.857556,3.2116556,13486.jpg
image,,0_node_1,0,9,1,10.230329,6.8570476,2.7516515,17793.jpg
image,,0_node_1,0,9,1,10.465409,8.591638,4.0634384,6028.jpg
image,,0_node_1,0,9,1,11.506678,8.469395,3.8852205,13111.jpg
image,,0_node_1,0,9,1,11.24905,8.439176,3.608505,6473.jpg
image,,0_node_1,0,9,1,10.546688,7.3055634,2.9081013,9312.jpg
image,,0_node_1,0,9,1,10.199935,6.87017,2.71297,9946.jpg
image,,0_node_1,0,9,1,11.072967,8.099931,3.1386015,246.jpg
image,,0_node_1,0,9,1,10.493752,8.305158,3.9465778,12171.jpg
image,,0_node_1,0,9,1,10.83993,7.2482123,3.1585815,12602.jpg
image,,0_node_1,0,9,1,9.824601,6.6135798,3.8612025,7361.jpg
image,,0_node_1,0,9,1,9.941198,8.588754,3.5847557,3638.jpg
image,,0_node_1,0,9,1,10.87788,8.298776,2.9971628,2193.jpg
image,,0_node_1,0,9,1,10.125638,6.7844057,3.531237,12544.jpg
image,,0_node_1,0,9,1,10.968287,7.8096957,2.7691147,12432.jpg
image,,0_node_1,0,9,1,9.886958,7.327674,2.6754987,7491.jpg
image,,0_node_1,0,9,1,11.181649,8.30567,3.5468872,18767.jpg
image,,0_node_1,0,9,1,11.038938,8.794954,3.8259823,10828.jpg
image,,0_node_1,0,9,1,10.468873,6.984518,2.90164,6212.jpg
image,,0_node_1,0,9,1,11.037511,7.8041663,2.8680665,17956.jpg
image,,0_node_1,0,9,1,10.62933,8.320997,3.2871103,19513.jpg
image,,0_node_1,0,9,1,11.217556,7.911158,2.7806258,92.jpg
image,,0_node_1,0,9,1,10.073214,7.0355434,2.9960895,4979.jpg
image,,0_node_1,0,9,1,10.745636,7.0537233,3.068997,17416.jpg
image,,0_node_1,0,9,1,9.9755535,7.0478215,3.4582887,4598.jpg
image,,0_node_1,0,9,1,10.859812,8.156411,2.8752034,2747.jpg
image,,0_node_1,0,9,1,11.462169,8.509604,3.8642666,12462.jpg
image,,0_node_1,0,9,1,9.967429,6.7674637,3.9080849,9353.jpg
image,,0_node_1,0,9,1,10.428143,6.867227,2.7464821,2954.jpg
image,,0_node_1,0,9,1,10.866652,8.125187,2.9410758,7324.jpg
image,,0_node_1,0,9,1,9.895519,7.5231233,2.8267102,7877.jpg
image,,0_node_1,0,9,1,10.998341,8.471991,3.9357615,8647.jpg
image,,0_node_1,0,9,1,10.544376,8.411594,3.8825579,5292.jpg
image,,0_node_1,0,9,1,10.672506,8.441806,4.123642,19661.jpg
image,,0_node_1,0,9,1,10.914667,8.228824,3.6788273,13364.jpg
image,,0_node_1,0,9,1,9.848905,6.933654,3.5745435,5955.jpg
image,,0_node_1,0,9,1,10.540157,7.076216,3.5393105,7998.jpg
image,,0_node_1,0,9,1,10.64243,8.334765,2.9123266,9918.jpg
image,,0_node_1,0,9,1,9.57561,8.981235,2.8898282,1106.jpg
image,,0_node_1,0,9,1,9.381192,9.3723345,2.6008422,19796.jpg
image,,0_node_1,0,9,1,9.464899,9.281162,2.6109383,7032.jpg
image,,0_node_1,0,9,1,10.889096,8.250002,2.7329826,10137.jpg
image,,0_node_1,0,9,1,9.45507,9.404046,2.9258535,9091.jpg
image,,0_node_1,0,9,1,9.795596,6.754456,3.8358583,12723.jpg
image,,0_node_1,0,9,1,9.457934,9.742933,2.742614,6283.jpg
image,,0_node_1,0,9,1,9.516731,9.13471,3.3940818,14860.jpg
image,,0_node_1,0,9,1,10.567777,9.835878,3.6518412,893.jpg
image,,0_node_1,0,9,1,9.385418,9.4831085,2.7696195,16416.jpg
image,,0_node_1,0,9,1,9.43195,9.552142,2.7921343,550.jpg
image,,0_node_1,0,9,1,9.505863,9.421202,3.9713056,5799.jpg
image,,0_node_1,0,9,1,9.924633,7.707819,2.7613711,5669.jpg
image,,0_node_1,0,9,1,10.076771,6.97603,3.650411,10556.jpg
image,,0_node_1,0,9,1,9.572666,8.882364,3.265124,18503.jpg
image,,0_node_1,0,9,1,9.585613,9.212848,3.1595743,13739.jpg
image,,0_node_1,0,9,1,10.682309,9.948213,3.605551,7373.jpg
image,,0_node_1,0,9,1,10.367507,8.500042,2.881375,10070.jpg
image,,0_node_1,0,9,1,9.939938,8.764801,4.3482037,8526.jpg
image,,0_node_1,0,9,1,10.064107,9.118824,3.2790341,13897.jpg
image,,0_node_1,0,9,1,9.6725025,9.653413,3.0940442,19807.jpg
image,,0_node_1,0,9,1,10.20148,8.865233,3.0073988,11692.jpg
image,,0_node_1,0,9,1,10.206905,9.882956,3.413175,18532.jpg
image,,0_node_1,0,9,1,9.71375,9.378939,3.5772982,13187.jpg
image,,0_node_1,0,9,1,10.103941,8.676563,4.055117,16391.jpg
image,,0_node_1,0,9,1,10.36171,9.793358,3.270078,18838.jpg
image,,0_node_1,0,9,1,10.111639,9.314919,3.7962112,9749.jpg
image,,0_node_1,0,9,1,9.559026,9.546142,2.9698484,5267.jpg
image,,0_node_1,0,9,1,9.76973,9.67156,3.1921597,8104.jpg
image,,0_node_1,0,9,1,10.148433,9.183652,3.3096838,5893.jpg
image,,0_node_1,0,9,1,9.798196,9.173579,3.1266954,358.jpg
image,,0_node_1,0,9,1,10.460769,10.023615,3.410949,3249.jpg
image,,0_node_1,0,9,1,9.593766,9.268161,3.8201847,8336.jpg
image,,0_node_1,0,9,1,9.533339,9.07064,4.204587,5974.jpg
image,,0_node_1,0,9,1,9.941083,9.216017,3.3772514,18908.jpg
image,,0_node_1,0,9,1,9.588237,8.937542,3.3992991,1023.jpg
image,,0_node_1,0,9,1,10.161382,9.576774,3.319543,13437.jpg
image,,0_node_1,0,9,1,10.719692,8.595283,4.1539917,10296.jpg
image,,0_node_1,0,9,1,9.784458,9.228015,3.7311394,15298.jpg
image,,0_node_1,0,9,1,10.268376,9.84582,3.3140152,4918.jpg
image,,0_node_1,0,9,1,10.502815,10.009137,3.5219646,8947.jpg
image,,0_node_1,0,9,1,10.946744,9.592003,3.5183303,2454.jpg
image,,0_node_1,0,9,1,10.689734,9.969632,3.7428265,6991.jpg
image,,0_node_1,0,9,1,9.577573,9.262627,3.0613048,11146.jpg
image,,0_node_1,0,9,1,10.459999,9.991356,3.6526165,3226.jpg
image,,0_node_1,0,9,1,9.517156,9.651184,2.8482933,11052.jpg
image,,0_node_1,0,9,1,10.763876,9.7121725,3.6703496,5778.jpg
image,,0_node_1,0,9,1,9.879886,9.314143,2.919297,2450.jpg
image,,0_node_1,0,9,1,9.783164,8.842606,3.885834,3222.jpg
image,,0_node_1,0,9,1,9.956273,8.770782,3.3878653,18621.jpg
image,,0_node_1,0,9,1,10.280766,10.020657,3.605449,4872.jpg
image,,0_node_1,0,9,1,10.447912,8.266648,3.7184486,4963.jpg
image,,0_node_1,0,9,1,10.380047,9.697519,3.7333431,2654.jpg
image,,0_node_1,0,9,1,10.033348,9.155862,3.5099204,8058.jpg
image,,0_node_1,0,9,1,9.678785,9.044337,3.810101,5930.jpg
image,,0_node_1,0,9,1,9.554551,9.621391,2.910489,10662.jpg
image,,0_node_1,0,9,1,10.499246,10.049371,3.5937493,14911.jpg
image,,0_node_1,0,9,1,9.782614,9.150671,2.9767504,2519.jpg
image,,0_node_1,0,9,1,10.283609,10.0268955,3.4808981,18571.jpg
image,,0_node_1,0,9,1,10.408021,8.777815,3.627573,19867.jpg
image,,0_node_1,0,9,1,9.561878,8.734182,3.3903873,8381.jpg
image,,0_node_1,0,9,1,9.572116,9.616103,2.8555427,9652.jpg
image,,0_node_1,0,9,1,10.942238,9.623311,3.5007012,12415.jpg
image,,0_node_1,0,9,1,10.014961,9.017694,4.163028,15494.jpg
image,,0_node_1,0,9,1,9.756848,8.756709,3.4367113,15265.jpg
image,,0_node_1,0,9,1,10.011631,8.667328,3.6590018,7829.jpg
image,,0_node_1,0,9,1,10.968637,8.500892,3.8552895,12946.jpg
image,,0_node_1,0,9,1,10.245432,9.923898,3.547918,3281.jpg
image,,0_node_1,0,9,1,9.576542,8.676066,3.10087,16843.jpg
image,,0_node_1,0,9,1,10.287401,9.890307,3.7858536,7449.jpg
