type,node_id,parent_id,planet_id,depth,size,x,y,z,image_id
image,,0_cluster_0,0,2,1,-3.4302018,-1.4103327,2.9990845,3060.jpg
image,,0_cluster_0,0,2,1,-3.8715315,-1.3652328,3.013499,18190.jpg
image,,0_cluster_0,0,2,1,-3.3929482,-1.6336958,2.84528,18838.jpg
image,,0_cluster_0,0,2,1,-3.9210906,-1.6326547,3.3428674,2301.jpg
image,,0_cluster_0,0,2,1,-3.2534537,-1.2228538,2.9684882,18120.jpg
image,,0_cluster_0,0,2,1,-3.8985863,-1.3710061,2.99827,6991.jpg
image,,0_cluster_0,0,2,1,-3.9103425,-1.6053802,3.1904085,19198.jpg
image,,0_cluster_0,0,2,1,-3.8126636,-1.82047,3.0134315,1950.jpg
image,,0_cluster_0,0,2,1,-3.5846043,-1.5502902,3.103164,16580.jpg
image,,0_cluster_0,0,2,1,-3.8002064,-1.8330375,3.105395,10297.jpg
image,,0_cluster_0,0,2,1,-3.8818464,-1.7482026,2.9245076,14559.jpg
image,,0_cluster_0,0,2,1,-3.5302618,-1.3997899,3.1493146,1548.jpg
image,,0_cluster_0,0,2,1,-3.801481,-1.4540153,2.7552574,8396.jpg
image,,0_cluster_0,0,2,1,-3.9525108,-1.4722087,2.8976345,2683.jpg
image,,0_cluster_0,0,2,1,-3.799809,-1.9079388,3.344426,11867.jpg
image,,0_cluster_0,0,2,1,-3.546427,-1.3765464,3.2912128,3217.jpg
image,,0_cluster_0,0,2,1,-3.5208685,-1.4892063,3.146997,19704.jpg
image,,0_cluster_0,0,2,1,-3.7190735,-1.495909,3.4402559,3360.jpg
image,,0_cluster_0,0,2,1,-3.7770138,-1.619643,3.39435,6886.jpg
image,,0_cluster_0,0,2,1,-3.7136285,-1.6004105,3.3636696,15939.jpg
image,,0_cluster_0,0,2,1,-3.8063717,-1.5495113,3.4018252,16936.jpg
image,,0_cluster_0,0,2,1,-3.787589,-1.9104989,3.0743418,12878.jpg
image,,0_cluster_0,0,2,1,-3.5614696,-1.4194121,2.7596183,14608.jpg
image,,0_cluster_0,0,2,1,-3.61356,-1.4958563,2.963373,6180.jpg
image,,0_cluster_0,0,2,1,-3.901267,-1.5403166,2.9387279,15279.jpg
image,,0_cluster_0,0,2,1,-3.744051,-1.6865783,3.4911077,18114.jpg
image,,0_cluster_0,0,2,1,-3.826333,-1.7049456,3.4506269,1701.jpg
image,,0_cluster_0,0,2,1,-3.8876715,-1.467482,2.8597374,9148.jpg
image,,0_cluster_0,0,2,1,-3.9484835,-1.6902301,3.103491,12870.jpg
image,,0_cluster_0,0,2,1,-3.7919652,-1.4221555,3.2059073,5842.jpg
image,,0_cluster_0,0,2,1,-3.7691138,-1.4480588,3.0292041,9413.jpg
image,,0_cluster_0,0,2,1,-3.4990423,-1.446228,2.8899684,454.jpg
image,,0_cluster_0,0,2,1,-3.7784998,-1.7564131,3.0016294,2157.jpg
node,0_cluster_1,planet_0,0,1,25,-3.2026358,-0.97605056,3.5904467,
image,,0_cluster_1,0,2,1,-3.2921085,-1.1230234,3.4655256,12880.jpg
image,,0_cluster_1,0,2,1,-3.2161405,-0.92697144,3.6230445,9425.jpg
image,,0_cluster_1,0,2,1,-3.2112894,-1.1198784,3.5015128,18153.jpg
image,,0_cluster_1,0,2,1,-3.0876245,-1.1567483,3.765454,9412.jpg
image,,0_cluster_1,0,2,1,-3.2321577,-0.9230952,3.6366231,15347.jpg
image,,0_cluster_1,0,2,1,-3.1550958,-1.0240325,3.5730224,3392.jpg
image,,0_cluster_1,0,2,1,-3.1610432,-0.89196104,3.603426,3724.jpg
image,,0_cluster_1,0,2,1,-3.2166452,-0.93098056,3.6184657,9652.jpg
image,,0_cluster_1,0,2,1,-3.2354393,-0.9309445,3.3835776,6706.jpg
image,,0_cluster_1,0,2,1,-3.1520581,-0.8911196,3.6145165,7828.jpg
image,,0_cluster_1,0,2,1,-3.1548326,-0.9527231,3.5552409,14585.jpg
image,,0_cluster_1,0,2,1,-3.2031856,-0.897101,3.621619,12861.jpg
image,,0_cluster_1,0,2,1,-3.0866709,-0.9656352,3.5202227,8334.jpg
image,,0_cluster_1,0,2,1,-3.3533661,-1.1717544,3.602484,16261.jpg
image,,0_cluster_1,0,2,1,-3.2416441,-0.92388356,3.66159,17299.jpg
image,,0_cluster_1,0,2,1,-3.2065976,-0.92922574,3.6224775,16930.jpg
image,,0_cluster_1,0,2,1,-3.2091458,-0.963346,3.5950246,18313.jpg
image,,0_cluster_1,0,2,1,-3.1085343,-0.91347885,3.5976965,3901.jpg
image,,0_cluster_1,0,2,1,-3.2162986,-0.9292045,3.5819888,5131.jpg
image,,0_cluster_1,0,2,1,-3.2348166,-0.8727562,3.5975704,18523.jpg
image,,0_cluster_1,0,2,1,-3.1358125,-0.8501289,3.621114,5908.jpg
image,,0_cluster_1,0,2,1,-3.2227569,-0.98216677,3.5908854,2343.jpg
image,,0_cluster_1,0,2,1,-3.2049525,-0.9071975,3.6774452,9847.jpg
image,,0_cluster_1,0,2,1,-3.3118286,-1.2527958,3.5166855,3960.jpg
image,,0_cluster_1,0,2,1,-3.215853,-0.97110903,3.6139417,2188.jpg
node,0_cluster_2,planet_0,0,1,77,-2.8922353,-2.174152,3.1853,
image,,0_cluster_2,0,2,1,-2.6840088,-2.4098153,3.3558803,9173.jpg
image,,0_cluster_2,0,2,1,-3.466388,-1.9913906,3.5946724,18449.jpg
image,,0_cluster_2,0,2,1,-3.1984506,-2.4101856,2.8851275,20054.jpg
image,,0_cluster_2,0,2,1,-2.7888758,-2.6111224,3.130772,8843.jpg
image,,0_cluster_2,0,2,1,-2.948907,-2.1565876,3.484261,2936.jpg
image,,0_cluster_2,0,2,1,-2.6788151,-2.4217148,3.2891414,12507.jpg
image,,0_cluster_2,0,2,1,-2.5630543,-2.2475512,2.4154775,17688.jpg
image,,0_cluster_2,0,2,1,-2.920088,-1.7004917,3.1556609,18731.jpg
image,,0_cluster_2,0,2,1,-3.0890856,-1.8892773,3.0926628,10925.jpg
image,,0_cluster_2,0,2,1,-2.6634026,-2.278159,2.6248949,1774.jpg
image,,0_cluster_2,0,2,1,-2.5203774,-2.3656654,3.3300226,9351.jpg
image,,0_cluster_2,0,2,1,-2.648404,-1.5562772,3.2610524,15198.jpg
image,,0_cluster_2,0,2,1,-2.7583685,-2.298738,3.2185464,12623.jpg
image,,0_cluster_2,0,2,1,-2.8486285,-2.0988662,3.4892178,13154.jpg
image,,0_cluster_2,0,2,1,-3.108478,-2.0479558,3.6980085,18908.jpg
image,,0_cluster_2,0,2,1,-2.602502,-2.256946,2.8360567,11272.jpg
image,,0_cluster_2,0,2,1,-3.0689635,-1.627184,3.339314,18952.jpg
image,,0_cluster_2,0,2,1,-2.736045,-2.3750682,3.2927547,13196.jpg
image,,0_cluster_2,0,2,1,-3.0707247,-1.8666807,3.560387,17812.jpg
image,,0_cluster_2,0,2,1,-2.8746645,-2.3514142,3.1577148,1272.jpg
image,,0_cluster_2,0,2,1,-3.0918226,-1.8647455,3.1513512,18705.jpg
image,,0_cluster_2,0,2,1,-2.7044895,-1.9594246,3.0250134,16175.jpg
image,,0_cluster_2,0,2,1,-3.187395,-2.4457777,2.9791627,1015.jpg
image,,0_cluster_2,0,2,1,-2.7106748,-2.161605,2.8440952,5833.jpg
image,,0_cluster_2,0,2,1,-2.8033743,-2.3557398,3.296219,9378.jpg
image,,0_cluster_2,0,2,1,-2.8038182,-2.2980509,3.1805422,13659.jpg
image,,0_cluster_2,0,2,1,-3.0567236,-2.0006754,3.471221,3205.jpg
image,,0_cluster_2,0,2,1,-3.2747102,-1.8859432,3.3739974,1266.jpg
image,,0_cluster_2,0,2,1,-2.889594,-1.9714524,3.2146637,17865.jpg
image,,0_cluster_2,0,2,1,-2.5040748,-2.1517513,3.408669,14962.jpg
image,,0_cluster_2,0,2,1,-2.795036,-2.3532848,3.3205035,13976.jpg
image,,0_cluster_2,0,2,1,-3.2321303,-1.9609054,3.6597977,15752.jpg
image,,0_cluster_2,0,2,1,-3.311438,-1.8379526,3.630596,9350.jpg
image,,0_cluster_2,0,2,1,-2.6529064,-2.2282648,2.6374552,6284.jpg
image,,0_cluster_2,0,2,1,-3.0145333,-2.5121932,3.007303,13185.jpg
image,,0_cluster_2,0,2,1,-2.926119,-2.5974696,2.9802976,18984.jpg
image,,0_cluster_2,0,2,1,-2.6830947,-2.4366999,3.2408113,8958.jpg
image,,0_cluster_2,0,2,1,-2.8678813,-2.4405665,3.3278253,15509.jpg
image,,0_cluster_2,0,2,1,-2.706519,-2.0517905,3.1693578,15015.jpg
image,,0_cluster_2,0,2,1,-2.824339,-2.4200053,3.0287967,18799.jpg
image,,0_cluster_2,0,2,1,-2.7340906,-2.5645623,3.233572,4142.jpg
image,,0_cluster_2,0,2,1,-2.8971112,-2.2975376,3.2471573,17274.jpg
image,,0_cluster_2,0,2,1,-2.8771894,-2.6526752,3.0124538,10279.jpg
image,,0_cluster_2,0,2,1,-3.4624858,-2.2043543,3.834227,6878.jpg
image,,0_cluster_2,0,2,1,-2.610299,-2.1111183,3.1270428,3222.jpg
image,,0_cluster_2,0,2,1,-2.5854027,-2.221287,2.6245255,8526.jpg
image,,0_cluster_2,0,2,1,-3.3298995,-1.9051013,3.734446,7039.jpg
image,,0_cluster_2,0,2,1,-2.9453084,-1.8166082,3.2995844,15298.jpg
image,,0_cluster_2,0,2,1,-2.6902518,-2.1572974,2.86777,5613.jpg
image,,0_cluster_2,0,2,1,-2.696092,-2.2597263,2.5092788,19999.jpg
image,,0_cluster_2,0,2,1,-3.2546718,-1.8438746,3.5094256,7436.jpg
image,,0_cluster_2,0,2,1,-2.7601886,-1.8500879,3.4901948,18176.jpg
image,,0_cluster_2,0,2,1,-3.4096527,-1.9956524,3.8037605,1866.jpg
image,,0_cluster_2,0,2,1,-3.248269,-2.6173348,2.9014595,11608.jpg
image,,0_cluster_2,0,2,1,-3.482102,-1.7219845,3.2491083,13881.jpg
image,,0_cluster_2,0,2,1,-2.8738024,-1.8329006,3.400497,2810.jpg
image,,0_cluster_2,0,2,1,-2.803566,-2.4355443,3.5506265,10540.jpg
image,,0_cluster_2,0,2,1,-3.0692577,-2.5711815,2.7971282,9224.jpg
image,,0_cluster_2,0,2,1,-3.4865115,-1.889781,3.7277536,113.jpg
image,,0_cluster_2,0,2,1,-2.9668462,-2.5108314,2.7976916,10633.jpg
image,,0_cluster_2,0,2,1,-2.8573143,-2.5141997,3.120099,15862.jpg
image,,0_cluster_2,0,2,1,-2.9761455,-1.7813491,3.1974006,17492.jpg
image,,0_cluster_2,0,2,1,-2.688119,-2.4656408,3.18776,8624.jpg
image,,0_cluster_2,0,2,1,-3.013616,-1.7847892,3.5339608,6573.jpg
image,,0_cluster_2,0,2,1,-3.2106922,-2.5544086,2.8962204,8428.jpg
image,,0_cluster_2,0,2,1,-2.5809438,-2.0800824,3.3561006,11960.jpg
image,,0_cluster_2,0,2,1,-2.9408062,-2.4468422,3.2576163,1099.jpg
image,,0_cluster_2,0,2,1,-2.5842707,-2.1870885,3.1019895,160.jpg
image,,0_cluster_2,0,2,1,-2.600032,-2.2123735,2.6253505,15150.jpg
image,,0_cluster_2,0,2,1,-2.556439,-2.2317877,2.6900818,9846.jpg
image,,0_cluster_2,0,2,1,-2.778752,-1.9570844,3.4407961,14377.jpg
image,,0_cluster_2,0,2,1,-2.9530897,-1.8033646,3.3807008,7046.jpg
image,,0_cluster_2,0,2,1,-2.698292,-2.2679853,3.4945028,349.jpg
image,,0_cluster_2,0,2,1,-2.861398,-2.5778286,3.0487683,11113.jpg
image,,0_cluster_2,0,2,1,-2.6096394,-2.2507586,2.6863313,2453.jpg
image,,0_cluster_2,0,2,1,-2.5728905,-2.1771574,2.4296331,6679.jpg
image,,0_cluster_2,0,2,1,-2.7577126,-1.7621616,2.9437609,2389.jpg
node,0_cluster_3,planet_0,0,1,99,-4.105035,-3.1249104,3.6847632,
image,,0_cluster_3,0,2,1,-4.229757,-2.9696264,3.027091,19077.jpg
image,,0_cluster_3,0,2,1,-3.9558718,-2.8183928,4.144073,2874.jpg
image,,0_cluster_3,0,2,1,-4.313742,-3.0897522,3.109084,15523.jpg
image,,0_cluster_3,0,2,1,-3.8817682,-2.8809247,4.1694684,17450.jpg
image,,0_cluster_3,0,2,1,-4.464022,-3.1035404,3.4357946,15374.jpg
image,,0_cluster_3,0,2,1,-3.9121659,-3.1477697,3.6756334,11306.jpg
image,,0_cluster_3,0,2,1,-4.3241124,-3.2811372,3.4167967,13622.jpg
image,,0_cluster_3,0,2,1,-3.5921981,-3.2848263,3.641042,9501.jpg
image,,0_cluster_3,0,2,1,-4.1315737,-3.433322,4.173248,5477.jpg
image,,0_cluster_3,0,2,1,-3.8934271,-3.1087773,3.9746237,8914.jpg
image,,0_cluster_3,0,2,1,-4.3373184,-3.182646,3.2089474,6894.jpg
image,,0_cluster_3,0,2,1,-4.159225,-3.2423003,3.4044049,19778.jpg
image,,0_cluster_3,0,2,1,-4.339275,-3.0541365,2.8896859,1687.jpg
image,,0_cluster_3,0,2,1,-4.2085986,-3.1515248,3.6535392,1403.jpg
image,,0_cluster_3,0,2,1,-4.2009377,-3.2156494,3.214803,7308.jpg
image,,0_cluster_3,0,2,1,-4.319166,-3.2463822,4.094088,18279.jpg
image,,0_cluster_3,0,2,1,-4.407671,-3.223146,3.9778326,17032.jpg
image,,0_cluster_3,0,2,1,-4.1074286,-2.8156557,3.9270153,1012.jpg
image,,0_cluster_3,0,2,1,-4.4091105,-3.129366,2.9931955,12157.jpg
image,,0_cluster_3,0,2,1,-3.5603719,-3.4637458,3.6154685,12489.jpg
image,,0_cluster_3,0,2,1,-4.092231,-3.4074602,4.23429,19674.jpg
image,,0_cluster_3,0,2,1,-4.363775,-3.2043083,3.992903,12382.jpg
image,,0_cluster_3,0,2,1,-4.507641,-3.0435362,3.4707606,1940.jpg
image,,0_cluster_3,0,2,1,-3.9852319,-3.0807204,3.1123586,10828.jpg
image,,0_cluster_3,0,2,1,-4.1835,-3.26132,4.0400505,15528.jpg
image,,0_cluster_3,0,2,1,-3.8240688,-2.843057,3.902448,11961.jpg
image,,0_cluster_3,0,2,1,-3.8031335,-2.918872,3.952329,11560.jpg
image,,0_cluster_3,0,2,1,-4.398905,-3.1122665,2.8798397,18099.jpg
image,,0_cluster_3,0,2,1,-4.4796367,-3.170576,2.9661863,9517.jpg
image,,0_cluster_3,0,2,1,-3.8882356,-2.6371741,4.1219096,3499.jpg
image,,0_cluster_3,0,2,1,-4.1900616,-3.2079237,4.2694907,19151.jpg
image,,0_cluster_3,0,2,1,-4.274264,-3.3287718,4.106722,5025.jpg
image,,0_cluster_3,0,2,1,-4.385172,-3.204412,3.5099318,3722.jpg
image,,0_cluster_3,0,2,1,-3.7914202,-3.0171566,4.032024,7287.jpg
image,,0_cluster_3,0,2,1,-4.3837833,-3.1455991,2.9899375,3051.jpg
image,,0_cluster_3,0,2,1,-3.224014,-3.471541,3.6568391,1221.jpg
image,,0_cluster_3,0,2,1,-3.941697,-2.8757236,3.989945,17165.jpg
image,,0_cluster_3,0,2,1,-3.9883413,-3.404067,4.280931,14576.jpg
image,,0_cluster_3,0,2,1,-4.400564,-3.22458,2.938142,4517.jpg
image,,0_cluster_3,0,2,1,-4.0398974,-3.176945,3.8807747,157.jpg
image,,0_cluster_3,0,2,1,-4.153476,-3.0796304,3.4796607,8324.jpg
image,,0_cluster_3,0,2,1,-4.1452303,-3.203887,4.2399764,11595.jpg
image,,0_cluster_3,0,2,1,-4.145349,-3.3169825,3.3976521,17835.jpg
image,,0_cluster_3,0,2,1,-4.171753,-3.1873841,3.323994,5053.jpg
image,,0_cluster_3,0,2,1,-3.9827113,-2.998226,3.2569711,18072.jpg
image,,0_cluster_3,0,2,1,-4.11802,-3.4068499,3.6879568,12280.jpg
image,,0_cluster_3,0,2,1,-4.1876526,-3.242499,4.187697,8390.jpg
image,,0_cluster_3,0,2,1,-4.319715,-2.9727201,3.3287854,14416.jpg
image,,0_cluster_3,0,2,1,-3.8524563,-2.8317478,4.044074,15045.jpg
image,,0_cluster_3,0,2,1,-4.3921103,-3.2024822,3.9669266,5735.jpg
image,,0_cluster_3,0,2,1,-3.9985456,-3.060581,3.313469,7276.jpg
image,,0_cluster_3,0,2,1,-4.4255276,-3.1464424,2.9124663,17771.jpg
image,,0_cluster_3,0,2,1,-4.204211,-3.3163035,4.2306576,990.jpg
image,,0_cluster_3,0,2,1,-3.9969532,-2.9314291,4.108211,14673.jpg
image,,0_cluster_3,0,2,1,-4.40049,-3.1342447,4.0035696,13287.jpg
image,,0_cluster_3,0,2,1,-4.3204913,-3.218489,3.5112674,19722.jpg
image,,0_cluster_3,0,2,1,-4.485474,-3.0898404,3.5018091,12540.jpg
image,,0_cluster_3,0,2,1,-4.1600447,-3.042851,4.257864,16079.jpg
image,,0_cluster_3,0,2,1,-4.014023,-3.005534,4.0927806,18991.jpg
image,,0_cluster_3,0,2,1,-3.7615702,-3.1379066,4.0942473,17594.jpg
image,,0_cluster_3,0,2,1,-4.1379275,-3.478125,4.163049,7267.jpg
image,,0_cluster_3,0,2,1,-4.1495056,-3.0450113,3.5420635,3297.jpg
image,,0_cluster_3,0,2,1,-4.2643027,-3.0934868,3.3139398,18580.jpg
image,,0_cluster_3,0,2,1,-4.4025598,-3.2529206,3.954776,11098.jpg
image,,0_cluster_3,0,2,1,-4.2817926,-3.098991,4.1493297,9042.jpg
image,,0_cluster_3,0,2,1,-3.795245,-2.9341648,4.2612467,2770.jpg
image,,0_cluster_3,0,2,1,-4.4603286,-2.9299874,3.5009987,2662.jpg
image,,0_cluster_3,0,2,1,-3.363346,-3.4081473,3.661755,16431.jpg
image,,0_cluster_3,0,2,1,-4.364841,-3.1950557,3.0564673,13111.jpg
image,,0_cluster_3,0,2,1,-4.1310945,-3.10442,2.9947162,6684.jpg
image,,0_cluster_3,0,2,1,-4.438268,-3.216325,3.9844866,19134.jpg
image,,0_cluster_3,0,2,1,-4.412375,-3.0442872,3.3925438,13395.jpg
image,,0_cluster_3,0,2,1,-4.30154,-3.243696,3.8363204,8513.jpg
image,,0_cluster_3,0,2,1,-3.5505137,-3.4173868,3.5246403,2908.jpg
image,,0_cluster_3,0,2,1,-3.9379108,-3.1976707,3.6767642,12451.jpg
image,,0_cluster_3,0,2,1,-3.9055297,-2.8342488,4.067878,18883.jpg
image,,0_cluster_3,0,2,1,-4.328876,-3.0800283,3.2560456,18668.jpg
image,,0_cluster_3,0,2,1,-4.4125,-3.1815486,3.8450785,2158.jpg
image,,0_cluster_3,0,2,1,-3.8348048,-2.7166293,4.137808,14081.jpg
image,,0_cluster_3,0,2,1,-4.286781,-3.3119621,3.6571293,16888.jpg
image,,0_cluster_3,0,2,1,-4.536719,-3.0746996,3.4609315,14022.jpg
image,,0_cluster_3,0,2,1,-3.3477046,-3.2854726,3.6288788,15729.jpg
image,,0_cluster_3,0,2,1,-4.169887,-3.066255,3.0856078,12943.jpg
image,,0_cluster_3,0,2,1,-3.3940392,-3.4056554,3.6014628,3831.jpg
image,,0_cluster_3,0,2,1,-4.0620427,-3.067365,4.23202,9241.jpg
image,,0_cluster_3,0,2,1,-3.427638,-3.6441371,3.8581674,14434.jpg
image,,0_cluster_3,0,2,1,-3.800298,-2.985237,4.1004305,9769.jpg
image,,0_cluster_3,0,2,1,-3.7634282,-2.9971733,4.0452375,6814.jpg
image,,0_cluster_3,0,2,1,-4.160148,-3.3275921,3.4552202,13796.jpg
image,,0_cluster_3,0,2,1,-4.316432,-3.329251,3.5131936,742.jpg
image,,0_cluster_3,0,2,1,-4.3997097,-3.1669269,3.0462668,1867.jpg
image,,0_cluster_3,0,2,1,-4.451082,-3.1540134,2.8786821,12071.jpg
image,,0_cluster_3,0,2,1,-4.3893023,-2.9743333,3.4237063,16783.jpg
image,,0_cluster_3,0,2,1,-3.8637643,-2.4831376,3.9842455,16855.jpg
image,,0_cluster_3,0,2,1,-3.42678,-3.243692,3.6735995,12448.jpg
image,,0_cluster_3,0,2,1,-3.7601333,-2.7004178,4.13439,10573.jpg
image,,0_cluster_3,0,2,1,-4.247669,-2.9923632,4.130413,8844.jpg
image,,0_cluster_3,0,2,1,-4.073931,-2.9024653,3.355782,7392.jpg
image,,0_cluster_3,0,2,1,-3.9185026,-2.6772237,4.192586,17702.jpg
node,0_cluster_4,planet_0,0,1,13,-3.2364867,-3.6678874,4.0178986,
image,,0_cluster_4,0,2,1,-3.3771827,-3.7659063,3.9814706,8271.jpg
image,,0_cluster_4,0,2,1,-3.1310272,-3.6004307,3.9310257,3888.jpg
image,,0_cluster_4,0,2,1,-3.3992953,-3.7649293,4.0418725,17416.jpg
image,,0_cluster_4,0,2,1,-2.9059627,-3.5963633,4.0646505,16059.jpg
image,,0_cluster_4,0,2,1,-3.440534,-3.6769395,4.019235,10520.jpg
image,,0_cluster_4,0,2,1,-3.3743892,-3.6728008,4.1379623,6479.jpg
image,,0_cluster_4,0,2,1,-3.040134,-3.5333645,3.8588274,137.jpg
image,,0_cluster_4,0,2,1,-2.8919146,-3.7112818,4.1861377,2733.jpg
image,,0_cluster_4,0,2,1,-3.275397,-3.5604417,4.0864244,14649.jpg
image,,0_cluster_4,0,2,1,-3.419938,-3.8125064,3.936945,5630.jpg
image,,0_cluster_4,0,2,1,-3.5474823,-3.7759178,3.8937178,4016.jpg
image,,0_cluster_4,0,2,1,-2.8393493,-3.529573,4.0407605,5170.jpg
image,,0_cluster_4,0,2,1,-3.431722,-3.6820884,4.0536513,5661.jpg
node,0_cluster_5,planet_0,0,1,23,-2.3049002,-3.521637,4.2621093,
image,,0_cluster_5,0,2,1,-2.2825189,-3.4437833,4.195757,9570.jpg
image,,0_cluster_5,0,2,1,-2.2121007,-3.461183,4.280245,5866.jpg
image,,0_cluster_5,0,2,1,-2.4848092,-3.6129658,4.1985116,8179.jpg
image,,0_cluster_5,0,2,1,-2.291097,-3.3622882,4.2298865,10257.jpg
image,,0_cluster_5,0,2,1,-2.1506183,-3.55554,4.3807263,18438.jpg
image,,0_cluster_5,0,2,1,-2.1958241,-3.447949,4.259846,10892.jpg
image,,0_cluster_5,0,2,1,-2.260693,-3.4460933,4.226845,12990.jpg
image,,0_cluster_5,0,2,1,-2.2248616,-3.3812528,4.2344832,6956.jpg
image,,0_cluster_5,0,2,1,-2.3964114,-3.6622946,4.3415318,17337.jpg
image,,0_cluster_5,0,2,1,-2.4831183,-3.7771819,4.290998,15871.jpg
image,,0_cluster_5,0,2,1,-2.1801953,-3.4954617,4.2535195,8985.jpg
image,,0_cluster_5,0,2,1,-2.2447221,-3.4195638,4.251216,10185.jpg
image,,0_cluster_5,0,2,1,-2.395626,-3.6496797,4.2568936,12887.jpg
image,,0_cluster_5,0,2,1,-2.3701482,-3.5220177,4.3174534,14705.jpg
image,,0_cluster_5,0,2,1,-2.2781205,-3.4834917,4.2487164,15397.jpg
image,,0_cluster_5,0,2,1,-2.220393,-3.4497669,4.269233,6024.jpg
image,,0_cluster_5,0,2,1,-2.394699,-3.5824664,4.2837963,154.jpg
image,,0_cluster_5,0,2,1,-2.6422465,-3.819664,4.2408257,1683.jpg
image,,0_cluster_5,0,2,1,-2.2528553,-3.3964324,4.1823688,5277.jpg
image,,0_cluster_5,0,2,1,-2.1499221,-3.5120263,4.2909884,18240.jpg
image,,0_cluster_5,0,2,1,-2.2561612,-3.3372905,4.2478924,18029.jpg
image,,0_cluster_5,0,2,1,-2.1423633,-3.4489934,4.260713,16377.jpg
image,,0_cluster_5,0,2,1,-2.5031986,-3.7302723,4.28608,8964.jpg
node,0_cluster_6,planet_0,0,1,41,-2.997217,-4.0265355,4.558474,
image,,0_cluster_6,0,2,1,-2.8642159,-4.0532002,4.6016984,2741.jpg
image,,0_cluster_6,0,2,1,-3.015713,-3.9367464,4.5344834,15236.jpg
image,,0_cluster_6,0,2,1,-3.092708,-3.9486957,4.4439707,3086.jpg
image,,0_cluster_6,0,2,1,-3.2553427,-3.9468453,4.5813193,11883.jpg
image,,0_cluster_6,0,2,1,-2.8826184,-3.9416714,4.6925693,19800.jpg
image,,0_cluster_6,0,2,1,-2.9896674,-4.0685744,4.7447762,19302.jpg
image,,0_cluster_6,0,2,1,-2.9672282,-4.2163916,4.7685766,14300.jpg
image,,0_cluster_6,0,2,1,-3.096678,-4.158322,4.5737505,12513.jpg
image,,0_cluster_6,0,2,1,-3.0132809,-4.0725937,4.625511,14661.jpg
image,,0_cluster_6,0,2,1,-2.8160007,-4.0046535,4.3724647,7328.jpg
image,,0_cluster_6,0,2,1,-3.177964,-3.774157,4.5998464,10018.jpg
image,,0_cluster_6,0,2,1,-2.775207,-3.9225922,4.4120593,12067.jpg
image,,0_cluster_6,0,2,1,-2.8884358,-4.11078,4.644978,7292.jpg
image,,0_cluster_6,0,2,1,-2.999358,-4.1207714,4.7110243,2743.jpg
image,,0_cluster_6,0,2,1,-3.0201395,-4.079982,4.539901,751.jpg
image,,0_cluster_6,0,2,1,-3.015914,-4.093679,4.611259,6826.jpg
image,,0_cluster_6,0,2,1,-3.0926166,-4.107262,4.7953568,5743.jpg
image,,0_cluster_6,0,2,1,-2.8863604,-4.155056,4.7069693,12761.jpg
image,,0_cluster_6,0,2,1,-2.9784222,-4.1000733,4.691508,18797.jpg
image,,0_cluster_6,0,2,1,-2.9000154,-3.9136972,4.437245,19624.jpg
image,,0_cluster_6,0,2,1,-2.9573956,-4.032011,4.5419464,18756.jpg
image,,0_cluster_6,0,2,1,-2.766304,-3.944889,4.4043026,6331.jpg
image,,0_cluster_6,0,2,1,-3.2699459,-3.9488478,4.5029774,19649.jpg
image,,0_cluster_6,0,2,1,-2.759395,-4.025459,4.5478096,847.jpg
